[flow_timeseries,1.0.0] - (,datetime,site_name,site_nodeuuid,site_internal_id,longitude,latitude,device_kind,flow) 
[flow_timeseries,1.0.0] - (77,2025-08-08 19:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.18889) 
[flow_timeseries,1.0.0] - (78,2025-08-08 19:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.133335) 
[flow_timeseries,1.0.0] - (79,2025-08-08 19:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.766668) 
[flow_timeseries,1.0.0] - (80,2025-08-08 20:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.522223) 
[flow_timeseries,1.0.0] - (81,2025-08-08 20:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,22.755556) 
[flow_timeseries,1.0.0] - (82,2025-08-08 20:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,23.222223) 
[flow_timeseries,1.0.0] - (83,2025-08-08 20:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,20.622223) 
[flow_timeseries,1.0.0] - (84,2025-08-08 21:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,20.655556) 
[flow_timeseries,1.0.0] - (85,2025-08-08 21:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,19.222223) 
[flow_timeseries,1.0.0] - (86,2025-08-08 21:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,19.077778) 
[flow_timeseries,1.0.0] - (87,2025-08-08 21:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,19.622223) 
[flow_timeseries,1.0.0] - (88,2025-08-08 22:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,16.911112) 
[flow_timeseries,1.0.0] - (89,2025-08-08 22:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,17.433334) 
[flow_timeseries,1.0.0] - (90,2025-08-08 22:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,16.577778) 
[flow_timeseries,1.0.0] - (91,2025-08-08 22:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,13.611112) 
[flow_timeseries,1.0.0] - (92,2025-08-08 23:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,12.222222) 
[flow_timeseries,1.0.0] - (93,2025-08-08 23:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,11.511111) 
